movie_id,title,cast,crew
950387,A Minecraft Movie,"['Jason Momoa', 'Jack Black', 'Sebastian Eugene Hansen', 'Emma Myers', 'Danielle Brooks', 'Jennifer Coolidge', 'Rachel House', 'Allan Henry', 'Bram Scott-Breheny', 'Moana Williams']","['Producer: Roy Lee', 'Director: Jared Hess', 'Producer: Mary Parent', 'Producer: Vu Bui', 'Producer: Jason Momoa', 'Producer: Torfi Frans Ólafsson', 'Producer: Cale Boyter', 'Producer: Jill Messick', 'Producer: Jon Berg']"
1195430,Deva,"['Shahid Kapoor', 'Pooja Hegde', 'Pavail Gulati', 'Pravessh Rana', 'Girish Kulkarni', 'Kubbra Sait', 'Sahidur Rahaman', 'Meenal Sahu', 'Shivraj Walvekar', 'Upendra Limaye']","['Director: Rosshan Andrrews', 'Producer: Siddharth Roy Kapur', 'Writer: Sumit Arora', 'Writer: Arshad Syed', 'Writer: Hussain Dalal', 'Writer: Abbas Dalal', 'Producer: Umesh Bansal']"
1229730,Carjackers,"['Zoé Marchal', 'Franck Gastambide', 'Bosh', 'Mareva Ranarivelo', 'Alassane Diong', 'Sérigne Gueye', 'Mylène Jampanoï', 'Alix Bénézech', 'Hafid F. Benamar', 'Zoé Diowo-Ceccaldi']",['Director: Kamel Guemra']
822119,Captain America: Brave New World,"['Anthony Mackie', 'Harrison Ford', 'Danny Ramirez', 'Shira Haas', 'Tim Blake Nelson', 'Carl Lumbly', 'Giancarlo Esposito', 'Liv Tyler', 'Xosha Roquemore', 'Jóhannes Haukur Jóhannesson']","['Producer: Kevin Feige', 'Director: Julius Onah', 'Producer: Nate Moore']"
1125899,Cleaner,"['Daisy Ridley', 'Clive Owen', 'Taz Skylar', 'Flavia Watson', 'Ray Fearon', 'Rufus Jones', 'Richard Hope', 'Lee Boardman', 'Stella Stocker', 'Atanas Srebrev']","['Producer: Callum Grant', 'Writer: Matthew Orton', 'Writer: Simon Uttley', 'Writer: Paul Andrew Williams', 'Producer: Thomas Fanning', 'Producer: Gavin Glendinning', 'Producer: Michael Kuhn', 'Producer: Cindy Cowan', 'Producer: Sebastien Raybaud', 'Director: Martin Campbell']"
324544,In the Lost Lands,"['Milla Jovovich', 'Dave Bautista', 'Arly Jover', 'Amara Okereke', 'Fraser James', 'Deirdre Mullins', 'Sebastian Stankiewicz', 'Tue Lunding', 'Jacek Dzisiewicz', 'Ian Hanmore']","['Producer: Constantin Werner', 'Director: Paul W. S. Anderson', 'Producer: Jeremy Bolt', 'Producer: Jonathan Meisner', 'Producer: Paul W. S. Anderson', 'Producer: Milla Jovovich', 'Producer: Dave Bautista']"
1252309,Ask Me What You Want,"['Gabriela Andrada', 'Mario Ermito', 'Celia Freijeiro', 'David Solans', 'Alba Ribas', 'Joel Bosqued', 'Alicia Bercan', 'Anna Karinvinge', 'Fernando Oyagüez', 'Paco Tous']",['Director: Lucía Alemany']
1197306,A Working Man,"['Jason Statham', 'David Harbour', 'Michael Peña', 'Jason Flemyng', 'Arianna Rivas', 'Noemi Gonzalez', 'Emmett Scanlan', 'Eve Mauro', 'Maximilian Osinski', 'Kristina Poli']","['Producer: Sylvester Stallone', 'Director: David Ayer', 'Producer: David Ayer', 'Producer: Jason Statham', 'Producer: Chris Long', 'Producer: John Friedberg', 'Producer: Bill Block', 'Producer: Kevin King']"
696506,Mickey 17,"['Robert Pattinson', 'Naomi Ackie', 'Steven Yeun', 'Mark Ruffalo', 'Toni Collette', 'Anamaria Vartolomei', 'Daniel Henshall', 'Patsy Ferran', 'Steve Park', 'Tim Key']","['Director: Bong Joon Ho', 'Producer: Dooho Choi', 'Producer: Bong Joon Ho', 'Producer: Dede Gardner', 'Producer: Jeremy Kleiner', 'Writer: Bong Joon Ho']"
1195585,The Hard Hit,"['Brian Ronan Mulroy', 'Jamie Ohlsen', 'Malachi Durant', 'Rob LaColla Jr.', 'Trae Ireland', 'Jerry G. Angelo', 'Richard T. Jones', 'Markice Moore', 'Florence Ordesh', 'Aubrey Trujillo']","['Director: Darien Smith', 'Producer: Darien Smith', 'Writer: Darien Smith', 'Director: Omie Blue', 'Writer: Matthew Gonzales', 'Producer: Jamie Ohlsen', 'Writer: Levi Gordon']"
1195506,Novocaine,"['Jack Quaid', 'Amber Midthunder', 'Ray Nicholson', 'Jacob Batalon', 'Betty Gabriel', 'Matt Walsh', 'Evan Hengst', 'Conrad Kemp', 'Jessica Stanley', 'Dominique Maher']","['Writer: Lars Jacobson', 'Director: Dan Berk', 'Director: Robert Olsen', 'Producer: Drew Simon', 'Producer: Joby Harold', 'Producer: Tory Tunnell', 'Producer: Julian Rosenberg']"
1212855,Fight or Flight,"['Josh Hartnett', 'Katee Sackhoff', 'Marko Zaror', 'Julian Kostov', 'Charithra Chandran', 'JuJu Chan', 'Sanjeev Kohli', 'Rebecka Johnston', 'Nóra Trokán', 'Sarah Lam']","['Writer: Brooks McLaren', 'Producer: Basil Iwanyk', 'Writer: D.J. Cotrona', 'Director: James Madigan', 'Producer: Tai Duncan', 'Producer: Erica Lee']"
1373723,The Codes of War,"['Noah Gray-Cabey', 'Michael Grant']","['Director: Paul Anderson', 'Director: Joshua DeFour', 'Director: Marielle Woods', 'Writer: Paul Anderson', 'Writer: Joshua DeFour', 'Writer: Marielle Woods']"
1261050,The Quiet Ones,"['Gustav Dyekjær Giese', 'Reda Kateb', 'Amanda Collin', 'Christopher Wagelin', 'Jens Hultén', 'Granit Rushiti', 'Amin Ahmed', 'Camilla Lau', 'Dagmar Madicken Greve Halse', 'Ida Cæcilie Rasmussen']","['Director: Frederik Louis Hviid', 'Writer: Anders Frithiof August', 'Producer: Kasper Dissing']"
1165067,Cosmic Chaos,"['Curtis Bechdholt', 'Caroline Dhavernas', 'Ken Godmere', 'Jeananne Goossen', 'Samantha Neale']",[]
1241982,Moana 2,"['Auliʻi Cravalho', 'Dwayne Johnson', 'Hualālai Chung', 'Rose Matafeo', 'David Fane', 'Awhimai Fraser', 'Khaleesi Lambert-Tsuda', 'Temuera Morrison', 'Nicole Scherzinger', 'Rachel House']","['Director: David G. Derrick Jr.', 'Producer: Yvett Merino Flores', 'Producer: Christina Chen', 'Director: Jason Hand', 'Director: Dana Ledoux Miller', 'Writer: John Musker']"
1020414,Peter Pan's Neverland Nightmare,"['Martin Portlock', 'Megan Placito', 'Kit Green', 'Peter DeSouza-Feighoney', 'Charity Kase', 'Teresa Banham', 'Campbell Wallace', 'Ardy Yusuf', 'Olumide Olorunfemi', 'Nicholas Woodeson']","['Director: Scott Chambers', 'Producer: Rhys Frake-Waterfield', 'Producer: Scott Chambers']"
762509,Mufasa: The Lion King,"['Aaron Pierre', 'Kelvin Harrison, Jr.', 'Tiffany Boone', 'Kagiso Lediga', 'Preston Nyman', 'Blue Ivy Carter', 'John Kani', 'Mads Mikkelsen', 'Seth Rogen', 'Billy Eichner']","['Director: Barry Jenkins', 'Producer: Adele Romanski', 'Producer: Mark Ceryak']"
1208808,Turno nocturno,"['Paulina Gaitán', 'Tony Dalton', 'Patricia Reyes Spíndola', 'Enoc Leaño', 'Fernanda Echevarría del Rivero', 'Iazua Larios', 'Patricia Maqueo', 'Azul Guaita', 'Adriana Llabrés', 'Carlos Valencia']","['Writer: Rigoberto Castañeda', 'Director: Rigoberto Castañeda', 'Producer: Santiago Garcia Galvan', 'Producer: Mónica Gorbea', 'Producer: Emiliano Mansilla', 'Producer: Juan Fernando Pérez Gavilán']"
939243,Sonic the Hedgehog 3,"['Jim Carrey', 'Ben Schwartz', 'Keanu Reeves', 'Idris Elba', ""Colleen O'Shaughnessey"", 'James Marsden', 'Tika Sumpter', 'Lee Majdoub', 'Krysten Ritter', 'Adam Pally']","['Producer: Neal H. Moritz', 'Director: Jeff Fowler', 'Producer: Toby Ascher', 'Producer: Toru Nakahara', 'Producer: Hitoshi Okuno']"
1140847,Cinderella's Revenge,"['Lauren Staerck', 'Natasha Henstridge', 'Stephanie Lodge', 'Beatrice Fletcher', 'Megan Purvis', 'Darrell Griggs', 'Stephen Staley', 'Jenna N. Wilson', 'William Marshall', 'Mike Kelson']","['Writer: Tom Jolliffe', 'Producer: Mark L. Lester', 'Producer: Cami Winikoff', 'Producer: Jessica Mathis', 'Producer: Becca Hirani', 'Producer: Mark Amin', 'Director: Andy Edwards']"
1249385,Ghost Game,"['Kia Dorsey', 'Zaen Haidar', 'Aiden Hughes', 'Vienna Maas', 'Emily Bennett', 'Michael C. Williams', 'Sam Lukowski', 'Sharrie McCain', 'Anita Sharma', 'Jesse L. Green']","['Director: Jill Gevargizian', 'Producer: Eduardo Sánchez', 'Writer: Adam Cesare', 'Producer: Carlo Glorioso', 'Producer: Corey Okouchi', 'Producer: Jamie Nash']"
1282980,825 Forest Road,"['Brian Anthony Wilson', 'Mike Sutton', 'Lorenzo Beronilla', 'Elizabeth Vermilyea', 'Joe Bandelli', 'Ray Acevedo', 'Jessica Albano', 'Darin F. Earl II', 'Kathryn Miller', 'Lyndsey Bentham']","['Director: Stephen Cognetti', 'Writer: Stephen Cognetti', 'Producer: Joe Bandelli', 'Producer: Dana Guerin', 'Producer: Cindi Rice', 'Producer: John Frank Rosenblum']"
1297763,Batman Ninja vs. Yakuza League,"['Koichi Yamadera', 'Yuki Kaji', 'Kengo Kawanishi', 'Daisuke Ono', 'Akira Ishida', 'Ayane Sakura', 'Akio Otsuka', 'Nobuyuki Hiyama', 'Romi Park', 'Rie Kugimiya']","['Director: Jumpei Mizusaki', 'Director: Shinji Takagi']"
1233575,Black Bag,"['Cate Blanchett', 'Michael Fassbender', 'Tom Burke', 'Marisa Abela', 'Regé-Jean Page', 'Naomie Harris', 'Pierce Brosnan', 'Kae Alexander', 'Ambika Mod', 'Gustaf Skarsgård']","['Writer: David Koepp', 'Producer: Gregory Jacobs', 'Producer: Casey Silver', 'Director: Steven Soderbergh']"
1388366,Popeye the Slayer Man,"['Sarah Nicklin', 'Scott Swope', 'Angela Relucio', 'Steven McCormack', 'Mabel Thomas', 'Rich Lounello', 'Sean Michael Conway', 'Joel Frometa', 'Nathan Todaro', 'Elena Juliano']","['Director: Robert Michael Ryan', 'Writer: Robert Michael Ryan', 'Writer: Cuyle Carvin', 'Writer: John Doolan', 'Writer: Jeff Miller', 'Producer: Alysa Blasetti']"
1126166,Flight Risk,"['Mark Wahlberg', 'Michelle Dockery', 'Topher Grace', 'Leah Remini', 'Maaz Ali', 'Paul Ben-Victor', 'Eilise Patton', 'Senor Pablo', 'Savanah Joeckel', ""Mark 'Cowboy' Schotz""]","['Producer: John Davis', 'Director: Mel Gibson', 'Producer: Bruce Davey', 'Producer: Mel Gibson', 'Writer: Jared Rosenberg']"
1190462,Breathing In,"['Michele Burgers', 'Sven Ruygrok', 'Jamie-Lee Money', 'Lionel Newton']","['Director: Jaco Bouwer', 'Writer: Jaco Bouwer', 'Writer: Reza De Wet']"
447273,Snow White,"['Rachel Zegler', 'Gal Gadot', 'Andrew Burnap', 'Jeremy Swift', 'Jason Kravits', 'Martin Klebba', 'George Salazar', 'Tituss Burgess', 'Andy Grotelueschen', 'Andrew Barth Feldman']","['Producer: Marc Platt', 'Producer: Jared LeBoff', 'Director: Marc Webb']"
1254786,The Life List,"['Sofia Carson', 'Kyle Allen', 'Sebastian de Souza', 'Connie Britton', 'José Zúñiga', 'Jordi Mollà', 'Dario Ladani Sanchez', 'Federico Rodriguez', 'Marianne Rendón', 'Michael Rowland']","['Director: Adam Brooks', 'Writer: Adam Brooks', 'Producer: Liza Chasin']"
1356039,Counterattack,"['Luis Alberti', 'Noé Hernández', 'Leonardo Alonso', 'Luis Curiel', 'Guillermo Nava', 'David Calderón León', 'Mayra Batalla', 'Israel Islas', 'Ishbel Bautista', 'Frida Jiser']","['Director: Chava Cartas', 'Writer: José Rubén Escalante Méndez', 'Producer: Francisco González Compeán', 'Producer: Sebastian Jurado']"
1167366,Uranus 2324,"['Sarocha Chankimha', 'Rebecca Patricia Armstrong', 'Torfan Taweema', 'Siriam Pakdeedumrongrit', 'Amarin Nitipon', 'Ninnart Sinchai', 'So Takei', 'Usha Seamkhum', 'Erich Fleshman', 'Christophe Gerber']","['Director: Thanadol Nuansut', 'Producer: Keetawat Chinnakote']"
950396,The Gorge,"['Miles Teller', 'Anya Taylor-Joy', 'Sigourney Weaver', 'Sope Dirisu', 'William Houston', 'Kobna Holdbrook-Smith', 'James Marlowe', 'Julianna Kurokawa', 'Ruta Gedmintas', 'Oliver Trevena']","['Director: Scott Derrickson', 'Writer: Zach Dean', 'Producer: Scott Derrickson', 'Producer: C. Robert Cargill', 'Producer: Sherryl Clark', 'Producer: David Ellison', 'Producer: Dana Goldberg', 'Producer: Don Granger', 'Producer: Zach Dean', 'Producer: Adam Kolbrenner']"
1405338,Demon City,"['Toma Ikuta', 'Masahiro Higashide', 'Miou Tanaka', 'Ami Touma', 'Taro Suruga', 'Mai Kiryu', 'Naoto Takenaka', 'Takuma Otoo', 'Matsuya Onoe', 'Masanobu Takashima']","['Director: Seiji Tanaka', 'Producer: Yasuhiro Masaoka', 'Producer: Takeshi Sawa', 'Writer: Seiji Tanaka']"
1217379,Hellhound,"['Louis Mandylor', 'Vithaya Pansringarm', 'Van Quattro', 'Panya Yimmumphai', 'Winai Wiangyangkung', 'Salita Klinchan', 'Jennie Pines', 'Jakrin Jaruthongchai', 'Ron Smoorenburg', 'Tofan Pirani']",['Director: Joshua Dixon']
1059643,Clawfoot,"['Francesca Eastwood', 'Milo Gibson', 'Olivia Culpo', 'Oliver Cooper', 'Nestor Carbonell', 'Thomas Forbes-Johnson', 'Andrew Friedman', 'Lisa Schurga', 'Brayden Warren']","['Writer: April Wolfe', 'Producer: Jordan Beckerman', 'Director: Michael Day', 'Producer: Jordan Yale Levine', 'Producer: Michael Day']"
1077782,Old Guy,"['Christoph Waltz', 'Lucy Liu', 'Cooper Hoffman', 'Karishma Navekar', 'Desmond Edwards', 'Ryan McParland', 'Ann Akinjirin', 'Charlie Hamblett', 'Tamara Chanel White', 'Jason Done']","['Director: Simon West', 'Writer: Greg Johnson', 'Producer: Jib Polhemus', 'Producer: Hal Sadoff', 'Producer: Norman Golightly']"
1202479,Opus,"['Ayo Edebiri', 'John Malkovich', 'Juliette Lewis', 'Murray Bartlett', 'Melissa Chambers', 'Tony Hale', 'Stephanie Suganami', 'Mark Sivertsen', 'Amber Midthunder', 'Tatanka Means']","['Producer: Joshua Bachove', 'Director: Mark Anthony Green', 'Writer: Mark Anthony Green', 'Producer: Collin Creighton', 'Producer: Brad Weston', 'Producer: Poppy Hanks', 'Producer: Jelani Johnson']"
912649,Venom: The Last Dance,"['Tom Hardy', 'Chiwetel Ejiofor', 'Juno Temple', 'Rhys Ifans', 'Stephen Graham', 'Peggy Lu', 'Clark Backo', 'Alanna Ubach', 'Cristo Fernández', 'Jared Abrahamson']","['Producer: Avi Arad', 'Producer: Matt Tolmach', 'Producer: Kelly Marcel', 'Producer: Hutch Parker', 'Director: Kelly Marcel', 'Producer: Tom Hardy', 'Producer: Amy Pascal']"
1062276,Dark Match,"['Ayisha Issa', 'Steven Ogg', 'Mo Jabari', 'Sara Canning', 'Chris Irvine', 'Jonathan Cherry', 'Michael Eklund', 'Stephanie Wolfe', 'Leo Fafard', 'Mitchell Clarke']","['Director: Lowell Dean', 'Writer: Lowell Dean', 'Producer: Rhonda Baker', 'Producer: Johnny Mac', 'Producer: Michael Peterson']"
1304594,Una pequeña confusión,"['Ana de la Reguera', 'Juanpa Zurita', 'Vico Escorcia', 'Cristo Fernández', 'Diana Bovio', 'María E. Sandoval', 'Meteora Fontana', 'César Brindis', 'Lucía Tinajero', 'Mercedes Hernández']","['Writer: Marcos Bucay', 'Director: Ariel Winograd', 'Producer: Jorge Aragón']"
927342,Amaran,"['Sivakarthikeyan', 'Sai Pallavi', 'Rahul Bose', 'Bhuvan Arora', 'Lallu Prasath', 'Shyam Mohan', 'Mir Salman', 'Shyamaprasad', 'Geetha Kailasam', 'Gaurav Venkatesh']","['Director: Rajkumar Periasamy', 'Writer: Rajkumar Periasamy', 'Producer: Kamal Haasan', 'Producer: R. Mahendran']"
539972,Kraven the Hunter,"['Aaron Taylor-Johnson', 'Ariana DeBose', 'Fred Hechinger', 'Alessandro Nivola', 'Christopher Abbott', 'Russell Crowe', 'Yuri Kolokolnikov', 'Levi Miller', 'Tom Reed', 'Billy Barratt']","['Producer: David B. Householter', 'Producer: Avi Arad', 'Producer: Matt Tolmach', 'Director: J.C. Chandor']"
1104845,Plankton: The Movie,"['Mr. Lawrence', 'Jill Talley', 'Tom Kenny', 'Bill Fagerbakke', 'Rodger Bumpass', 'Carolyn Lawrence', 'Clancy Brown', 'Mary Jo Catlett', 'Lori Alan', 'Dee Bradley Baker']",['Director: Dave Needham']
995926,"I, the Executioner","['Hwang Jung-min', 'Jung Hae-in', 'Oh Dal-su', 'Oh Dae-hwan', 'Jang Yoon-ju', 'Kim Si-hoo', 'Jin Kyung', 'Shin Seung-hwan', 'Jeong Man-sik', 'Kwon Hae-hyo']","['Writer: Ryoo Seung-wan', 'Director: Ryoo Seung-wan', 'Writer: Lee Won-jae', 'Producer: Ryoo Seung-wan', 'Producer: Cho Sung-min', 'Producer: Kang Hye-jung']"
483456,Peacemaker Kurogane: Belief,"['Jouji Nakata', 'Yuji Ueda', 'Mitsuki Saiga', 'Takahiro Sakurai', 'Yuki Kaji', 'Shinnosuke Tachibana', 'Takaya Hashi', 'Kappei Yamaguchi', 'Takashi Matsuyama', 'Mikako Takahashi']","['Producer: Takayuki Matsunaga', 'Producer: Yoko Shiraishi', 'Producer: Sachi Kawamoto', 'Producer: Satoshi Fukao', 'Producer: Shigeto Takeyama', 'Producer: Noritomo Isogai', 'Producer: Tatsuya Kakita', 'Producer: Kohei Nagaoka', 'Producer: Haruka Kadoya', 'Producer: Kazuhiko Hitano']"
558449,Gladiator II,"['Paul Mescal', 'Denzel Washington', 'Pedro Pascal', 'Connie Nielsen', 'Joseph Quinn', 'Fred Hechinger', 'Lior Raz', 'Derek Jacobi', 'Peter Mensah', 'Matt Lucas']","['Producer: Michael A. Pruss', 'Producer: David Franzoni', 'Director: Ridley Scott', 'Producer: Douglas Wick', 'Producer: Lucy Fisher', 'Producer: Ridley Scott']"
1301650,Z Zone,"['Bilguun Chuluundorj', 'Purevjargal Erdenebileg', 'Bazarragchaa Byambajav']",['Director: Bilguun Chuluundorj']
1064486,Memoir of a Snail,"['Sarah Snook', 'Kodi Smit-McPhee', 'Jacki Weaver', 'Magda Szubanski', 'Dominique Pinon', 'Tony Armstrong', 'Paul Capsis', 'Eric Bana', 'Bernie Clifford', 'Davey Thompson']","['Producer: Adam Elliot', 'Producer: Liz Kearney', 'Writer: Adam Elliot', 'Director: Adam Elliot']"
1265623,Banger,"['Vincent Cassel', 'Yvick Letexier', 'Laura Felpin', 'Alexis Manenti', 'Nina Zem', 'Déborah Lukumuena', 'Philippe Katerine', 'Paul Mirabel', 'Tom Dingler', 'Alice Moitié']",['Director: So-Me']
1143407,Sky Force,"['Akshay Kumar', 'Veer Pahariya', 'Nimrat Kaur', 'Sara Ali Khan', 'Sharad Kelkar', 'Mohit Chauhan', 'Manish Chaudhary', 'Naisha Khanna', 'Soham Majumdar', 'Varun Badola']","['Producer: Dinesh Vijan', 'Producer: Jyoti Deshpande', 'Producer: Amar Kaushik', 'Director: Abhishek Kapur', 'Director: Sandeep Kewlani', 'Writer: Sandeep Kewlani', 'Producer: Sahil Baber Khan', 'Writer: Carl Austin', 'Writer: Niren Bhatt']"
1124620,The Monkey,"['Theo James', 'Tatiana Maslany', 'Christian Convery', ""Colin O'Brien"", 'Adam Scott', 'Elijah Wood', 'Rohan Campbell', 'Sarah Levy', 'Osgood Perkins', 'Nicco Del Rio']","['Producer: Dave Caplan', 'Producer: Chris Ferguson', 'Producer: Brian Kavanaugh-Jones', 'Director: Osgood Perkins', 'Producer: James Wan']"
257094,Holland,"['Nicole Kidman', 'Gael García Bernal', 'Matthew Macfadyen', 'Jude Hill', 'Jeff Pope', 'Isaac Krasner', 'Lennon Parham', 'Rachel Sennott', 'Chris Witaske', 'River Brooks']","['Director: Mimi Cave', 'Producer: Nicole Kidman', 'Producer: Peter Dealbert', 'Producer: Per Saari', 'Writer: Andrew Sodroski', 'Producer: Kate Churchill']"
1450436,Puri for Rent,"['Aiko Garcia', 'Van Allen Ong', 'Marlon Marcia', 'Roxanne De Vera', 'Mhack Morales', 'Tabs Sumulong', 'Alex Espartero', 'Daniela Carolino', 'Erick Padrones', 'Neneth Denoso']",[]
823219,Flow,[],"['Director: Gints Zilbalodis', 'Producer: Ron Dyens', 'Producer: Matīss Kaža', 'Producer: Gints Zilbalodis', 'Producer: Gregory Zalcman', 'Producer: Alon Knoll']"
1151470,The Vigilante,"['Jet Jandreau', 'Alison Jaye Horowitz', 'Ana Alexander', 'Eric Pierce', 'Jamie Timmons', 'Julien Cesario', 'Laur Allen', 'Terence J. Rotolo', 'Emma Malouff', 'Alondra Delgado']","['Writer: Kara Myers', 'Writer: Lee Whittaker', 'Director: Lee Whittaker']"
1184918,The Wild Robot,"[""Lupita Nyong'o"", 'Pedro Pascal', 'Kit Connor', 'Bill Nighy', 'Stephanie Hsu', 'Matt Berry', 'Ving Rhames', 'Mark Hamill', ""Catherine O'Hara"", 'Boone Storm']","['Director: Chris Sanders', 'Producer: Jeff Hermann']"
1084199,Companion,"['Sophie Thatcher', 'Jack Quaid', 'Lukas Gage', 'Megan Suri', 'Harvey Guillén', 'Rupert Friend', 'Jaboukie Young-White', 'Matthew J. McCarthy', 'Marc Menchaca', 'Woody Fu']","['Director: Drew Hancock', 'Writer: Drew Hancock', 'Producer: Zach Cregger', 'Producer: Raphael Margules', 'Producer: J.D. Lifshitz', 'Producer: Roy Lee', 'Producer: Josh Mack']"
1087891,The Amateur,"['Rami Malek', 'Michael Stuhlbarg', 'Laurence Fishburne', 'Rachel Brosnahan', 'Jon Bernthal', 'Holt McCallany', 'Julianne Nicholson', 'Evan Milton', 'Caitríona Balfe', 'Nick Mills']","['Director: James Hawes', 'Producer: Hutch Parker', 'Producer: Dan Wilson', 'Producer: Rami Malek', 'Producer: Joel B. Michaels']"
1160956,Panda Plan,"['Jackie Chan', 'Shi Ce', 'Wei Xiang', 'Han Yanbo', 'Danny Ray', 'Xu Juncong', 'Andy Friend', 'Huang Yuntong', 'Jia Bing', 'Temur Mamisashvili']","['Writer: Wei Xu', 'Director: Zhang Luan', 'Writer: Meng Yida', 'Writer: Zhang Luan']"
533535,Deadpool & Wolverine,"['Ryan Reynolds', 'Hugh Jackman', 'Emma Corrin', 'Matthew Macfadyen', 'Dafne Keen', 'Jon Favreau', 'Morena Baccarin', 'Rob Delaney', 'Leslie Uggams', 'Jennifer Garner']","['Director: Shawn Levy', 'Writer: Rhett Reese', 'Writer: Paul Wernick', 'Writer: Ryan Reynolds', 'Producer: Ryan Reynolds', 'Producer: Lauren Shuler Donner', 'Producer: Shawn Levy', 'Writer: Shawn Levy', 'Writer: Zeb Wells', 'Producer: Kevin Feige']"
519182,Despicable Me 4,"['Steve Carell', 'Kristen Wiig', 'Will Ferrell', 'Sofía Vergara', 'Miranda Cosgrove', 'Dana Gaier', 'Madison Polan', 'Pierre Coffin', 'Chris Renaud', 'Steve Coogan']","['Director: Chris Renaud', 'Producer: Chris Meledandri', 'Producer: Brett Hoffman', 'Writer: Ken Daurio', 'Writer: Mike White']"
1229646,"Robotia, la película","['Annabel Gallardo', 'Ariel Cister', 'Ana María Picchio', 'Valeria Stilman', 'Diego Recagno', 'Melina Macaggi', 'Andrés Ciavaglia', 'Lucía Baya Casal', 'Xavier Castañer', 'María Romeu']","['Director: Diego Cagide', 'Director: Diego Lucero', 'Producer: Nicolás Couvin', 'Producer: Ricardo Ramón', 'Producer: Peter Girbau', 'Writer: Mariano Alejandro Rojo', 'Writer: Beatriz Iso']"
1357633,Solo Leveling -ReAwakening-,"['Taito Ban', 'Genta Nakamura', 'Haruna Mikawa', 'Reina Ueda', 'Daisuke Hirakawa', 'Hiroki Touchi', 'Banjo Ginga', 'Makoto Furukawa']",['Director: Shunsuke Nakashige']
1010581,My Fault,"['Nicole Wallace', 'Gabriel Guevara', 'Marta Hazas', 'Iván Sánchez', 'Eva Ruiz', 'Víctor Varona', 'Fran Berenguer', 'Adriana Ubani', 'Ivan Massagué', 'Mariano Venancio']",['Director: Domingo González']
1022789,Inside Out 2,"['Amy Poehler', 'Maya Hawke', 'Kensington Tallman', 'Liza Lapira', 'Tony Hale', 'Lewis Black', 'Phyllis Smith', 'Ayo Edebiri', 'Lilimar', 'Grace Lu']","['Director: Kelsey Mann', 'Producer: Mark Nielsen']"
1226406,Love Hurts,"['Ke Huy Quan', 'Ariana DeBose', 'Daniel Wu', 'Mustafa Shakir', 'Lio Tipton', 'Cam Gigandet', 'Rhys Darby', 'André Eriksen', 'Marshawn Lynch', 'Sean Astin']","['Director: Jonathan Eusebio', 'Writer: Matthew Murray', 'Producer: Kelly McCormick', 'Producer: Guy Danella', 'Producer: David Leitch', 'Writer: Josh Stoddard']"
933260,The Substance,"['Demi Moore', 'Margaret Qualley', 'Dennis Quaid', 'Edward Hamilton-Clark', 'Gore Abrams', 'Oscar Lesage', 'Christian Erickson', 'Robin Greer', 'Tom Morton', 'Hugo Diego Garcia']","['Director: Coralie Fargeat', 'Producer: Coralie Fargeat', 'Producer: Eric Fellner', 'Producer: Tim Bevan', 'Writer: Coralie Fargeat']"
774370,Dog Man,"['Peter Hastings', 'Pete Davidson', 'Lil Rel Howery', 'Isla Fisher', 'Lucas Hopkins Calderon', 'Ricky Gervais', 'Poppy Liu', 'Stephen Root', 'Billy Boyd', 'Luenell']","['Director: Peter Hastings', 'Producer: Karen Foster', 'Writer: Peter Hastings']"
7451,xXx,"['Vin Diesel', 'Asia Argento', 'Marton Csokas', 'Samuel L. Jackson', 'Michael Roof', 'Richy Müller', 'Werner Daehn', 'Petr Jákl', 'Jan Filipenský', 'Tom Everett']","['Director: Rob Cohen', 'Producer: Neal H. Moritz']"
1333099,Dalia and the Red Book,"['Agustina Gonzalez Cirulnik', 'Gustavo Barrientos', 'Mariana Correa', 'Andrés Burecovics']","['Writer: David Bisbano', 'Director: David Bisbano']"
1230208,Squad 36,"['Victor Belmondo', 'Tewfik Jallab', 'Soufiane Guerrab', 'Juliette Dol', 'Yvan Attal', 'Ludovic Faure', 'Lydia Andréï', 'Jean-Michel Correia', 'Moussa Mansaly', 'Erika Sainte']","['Director: Olivier Marchal', 'Producer: Sidonie Dumas', 'Producer: Guillaume Colboc']"
157336,Interstellar,"['Matthew McConaughey', 'Anne Hathaway', 'Michael Caine', 'Jessica Chastain', 'Casey Affleck', 'Wes Bentley', 'Topher Grace', 'Mackenzie Foy', 'Ellen Burstyn', 'John Lithgow']","['Producer: Lynda Obst', 'Producer: Christopher Nolan', 'Producer: Emma Thomas', 'Writer: Jonathan Nolan', 'Writer: Christopher Nolan', 'Director: Christopher Nolan', 'Producer: Kaari M. Autry']"
321883,Minecraft: Into the Nether,['Alastair Aiken'],['Director: Billy Simpson']
1064213,Anora,"['Mikey Madison', 'Mark Eydelshteyn', 'Yura Borisov', 'Karren Karagulian', 'Vache Tovmasyan', 'Luna Sofía Miranda', 'Lindsey Normington', 'Darya Ekamasova', 'Aleksey Serebryakov', 'Anton Bitter']","['Producer: Samantha Quan', 'Producer: Alex Coco', 'Producer: Sean Baker', 'Director: Sean Baker', 'Writer: Sean Baker']"
1151506,From Good to the Hood,"['Quim Gutiérrez', 'Sara Sálamo', 'María de Nati', 'Javier Herrera', 'Hamza Zaidi', 'Jorge Suquet', 'Yaël Belicha', 'Fernando Valdivieso', 'Carmen Ruiz', 'Elena Ballesteros']",['Director: Mar Olid']
